poi_id,hazard_json,hazard_source,inference_not_placement
poi_502094_1397,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":3},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":984.5}",SatisfactoryMCP inferred hazard context,true
poi_502094_1399,"{""nearest_gas_cm"":727.6,""nearest_gas_class"":""BP_GasPillar_01_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_1400,"{""hostiles_nearby"":{""Desc_SpitterForest_Small_Red_C"":3},""spawns_here"":[""Desc_SpitterForest_Small_Red_C""],""nearest_hostile_cm"":2156.1,""nearest_gas_cm"":4143.7,""nearest_gas_class"":""BP_SporeFlower_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_1402,"{""hostiles_nearby"":{""Desc_StingerSmall_C"":4},""nearest_hostile_cm"":1451.1,""nearest_gas_cm"":192.0,""nearest_gas_class"":""BP_VolumeGas_01_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_1403,"{""nearest_gas_cm"":1585.8,""nearest_gas_class"":""BP_GasPillar_03_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_1407,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":1},""nearest_hostile_cm"":4851.7}",SatisfactoryMCP inferred hazard context,true
poi_502094_1409,"{""hostiles_nearby"":{""Char_BigCrabHatcher_C"":2,""Desc_SpitterAquatic_Alpha_C"":1},""nearest_hostile_cm"":4055.8,""nearest_gas_cm"":1736.6,""nearest_gas_class"":""BP_GasPillar_01_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_1410,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":2},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":352.3}",SatisfactoryMCP inferred hazard context,true
poi_502094_1411,"{""hostiles_nearby"":{""Desc_SpitterForest_Red_Alpha_C"":1},""nearest_hostile_cm"":833.3,""nearest_gas_cm"":3951.8,""nearest_gas_class"":""BP_SporeFlower_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_1415,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":2},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":2102.9}",SatisfactoryMCP inferred hazard context,true
poi_502094_1416,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":4,""Desc_SpitterDesert_Small_C"":2},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":315.2}",SatisfactoryMCP inferred hazard context,true
poi_502094_1417,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":3,""Desc_SpitterDesert_Small_C"":2},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":575.3}",SatisfactoryMCP inferred hazard context,true
poi_502094_1418,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":1,""Desc_SpitterDesert_Small_C"":2},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":1849.7}",SatisfactoryMCP inferred hazard context,true
poi_502094_1419,"{""hostiles_nearby"":{""Desc_SpitterForest_Alpha_C"":1},""nearest_hostile_cm"":3497.6}",SatisfactoryMCP inferred hazard context,true
poi_502094_1420,"{""nearest_gas_cm"":4189.3,""nearest_gas_class"":""BP_SporeFlower_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_1421,"{""hostiles_nearby"":{""Desc_StingerSmall_C"":6},""nearest_hostile_cm"":1723.6,""nearest_gas_cm"":1620.3,""nearest_gas_class"":""BP_VolumeGas_01_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_1422,"{""hostiles_nearby"":{""Desc_SpitterDesert_Alpha_C"":2},""nearest_hostile_cm"":4386.8}",SatisfactoryMCP inferred hazard context,true
poi_502094_1423,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":3},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":1248.6}",SatisfactoryMCP inferred hazard context,true
poi_502094_1425,"{""hostiles_nearby"":{""Desc_SpitterAquatic_Small_C"":2},""nearest_hostile_cm"":3360.7}",SatisfactoryMCP inferred hazard context,true
poi_502094_1426,"{""nearest_gas_cm"":1455.0,""nearest_gas_class"":""BP_SporeFlower_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_1427,"{""hostiles_nearby"":{""Char_BigCrabHatcher_C"":1,""Desc_HogAlpha_C"":1},""nearest_hostile_cm"":1370.9}",SatisfactoryMCP inferred hazard context,true
poi_502094_1430,"{""hostiles_nearby"":{""Desc_HogBasic_C"":2},""nearest_hostile_cm"":4167.5}",SatisfactoryMCP inferred hazard context,true
poi_502094_1431,"{""nearest_gas_cm"":1027.6,""nearest_gas_class"":""BP_SporeFlower_C"",""inside_spore_flower_damage_sphere"":true}",SatisfactoryMCP inferred hazard context,true
poi_502094_1432,"{""hostiles_nearby"":{""Desc_SpitterAquatic_Alpha_C"":1},""nearest_hostile_cm"":3635.9}",SatisfactoryMCP inferred hazard context,true
poi_502094_1434,"{""hostiles_nearby"":{""Desc_StingerElite_C"":1,""Desc_StingerSmall_C"":4},""nearest_hostile_cm"":2149.1}",SatisfactoryMCP inferred hazard context,true
poi_502094_1435,"{""hostiles_nearby"":{""Desc_StingerAlpha_C"":2},""nearest_hostile_cm"":3373.3,""nearest_gas_cm"":863.0,""nearest_gas_class"":""BP_SporeFlower_C"",""inside_spore_flower_damage_sphere"":true,""nearest_uranium_cm"":461.7}",SatisfactoryMCP inferred hazard context,true
poi_502094_1436,"{""hostiles_nearby"":{""Desc_StingerAlpha_C"":2,""Desc_StingerSmall_C"":3},""nearest_hostile_cm"":356.6,""nearest_gas_cm"":4754.7,""nearest_gas_class"":""BP_SporeFlower_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_1437,"{""hostiles_nearby"":{""Desc_SpitterAquatic_Small_C"":2},""nearest_hostile_cm"":3074.1}",SatisfactoryMCP inferred hazard context,true
poi_502094_1438,"{""hostiles_nearby"":{""Char_BigCrabHatcher_C"":1},""nearest_hostile_cm"":1105.3}",SatisfactoryMCP inferred hazard context,true
poi_502094_1439,"{""hostiles_nearby"":{""Char_BigCrabHatcher_C"":1,""Char_CrabHatcher_C"":1},""nearest_hostile_cm"":2504.8}",SatisfactoryMCP inferred hazard context,true
poi_502094_1440,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":4},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":1440.3}",SatisfactoryMCP inferred hazard context,true
poi_502094_1441,"{""hostiles_nearby"":{""Desc_SpitterDesert_Alpha_C"":1},""nearest_hostile_cm"":1165.4}",SatisfactoryMCP inferred hazard context,true
poi_502094_1442,"{""hostiles_nearby"":{""Desc_StingerSmall_C"":4},""nearest_hostile_cm"":1629.7,""nearest_gas_cm"":1151.8,""nearest_gas_class"":""BP_SporeFlower_C"",""inside_spore_flower_damage_sphere"":true}",SatisfactoryMCP inferred hazard context,true
poi_502094_1443,"{""hostiles_nearby"":{""Desc_StingerSmall_C"":1},""nearest_hostile_cm"":1808.4}",SatisfactoryMCP inferred hazard context,true
poi_502094_1444,"{""hostiles_nearby"":{""Desc_SpitterDesert_Alpha_C"":1},""nearest_hostile_cm"":3058.8}",SatisfactoryMCP inferred hazard context,true
poi_502094_1445,"{""hostiles_nearby"":{""Desc_SpitterDesert_Small_C"":1},""nearest_hostile_cm"":2274.6}",SatisfactoryMCP inferred hazard context,true
poi_502094_1446,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":1},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":1280.4}",SatisfactoryMCP inferred hazard context,true
poi_502094_1447,"{""spawns_here"":[""Desc_StingerAlpha_C"",""Desc_StingerSmall_C""],""nearest_gas_cm"":334.0,""nearest_gas_class"":""BP_GasPillar_03_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_1450,"{""nearest_gas_cm"":623.8,""nearest_gas_class"":""BP_SporeFlower_C"",""inside_spore_flower_damage_sphere"":true}",SatisfactoryMCP inferred hazard context,true
poi_502094_1451,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":2,""Desc_StingerAlpha_C"":2},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":614.9}",SatisfactoryMCP inferred hazard context,true
poi_502094_1455,"{""hostiles_nearby"":{""Desc_SpitterAquatic_Alpha_C"":2},""nearest_hostile_cm"":4259.2}",SatisfactoryMCP inferred hazard context,true
poi_502094_1456,"{""nearest_gas_cm"":1287.1,""nearest_gas_class"":""BP_SporeFlower_C"",""inside_spore_flower_damage_sphere"":true}",SatisfactoryMCP inferred hazard context,true
poi_502094_1457,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":2},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":2016.3,""nearest_uranium_cm"":3700.6}",SatisfactoryMCP inferred hazard context,true
poi_502094_1458,"{""hostiles_nearby"":{""Desc_HogBasic_C"":2,""Desc_StingerSmall_C"":2},""nearest_hostile_cm"":756.1}",SatisfactoryMCP inferred hazard context,true
poi_502094_1460,"{""hostiles_nearby"":{""Char_BigCrabHatcher_C"":1,""Char_CrabHatcher_C"":1},""nearest_hostile_cm"":1791.3}",SatisfactoryMCP inferred hazard context,true
poi_502094_1461,"{""hostiles_nearby"":{""Desc_HogAlpha_C"":1,""Desc_HogBasic_C"":2},""spawns_here"":[""Desc_HogBasic_C""],""nearest_hostile_cm"":1435.0}",SatisfactoryMCP inferred hazard context,true
poi_502094_1463,"{""nearest_uranium_cm"":1499.4}",SatisfactoryMCP inferred hazard context,true
poi_502094_1465,"{""hostiles_nearby"":{""Desc_HogCliff_C"":1},""nearest_hostile_cm"":1332.1}",SatisfactoryMCP inferred hazard context,true
poi_502094_1466,"{""hostiles_nearby"":{""Desc_StingerAlpha_C"":1},""nearest_hostile_cm"":1191.9}",SatisfactoryMCP inferred hazard context,true
poi_502094_1468,"{""hostiles_nearby"":{""Desc_HogNuclear_C"":1},""nearest_hostile_cm"":4917.0,""nearest_gas_cm"":3529.9,""nearest_gas_class"":""BP_SporeFlower_C"",""nearest_uranium_cm"":2344.1,""nearest_nuclear_hog_spawner_cm"":4917.0}",SatisfactoryMCP inferred hazard context,true
poi_502094_1469,"{""hostiles_nearby"":{""Char_BigCrabHatcher_C"":1},""nearest_hostile_cm"":678.8}",SatisfactoryMCP inferred hazard context,true
poi_502094_1470,"{""hostiles_nearby"":{""Desc_StingerSmall_C"":4},""spawns_here"":[""Desc_StingerSmall_C""],""nearest_hostile_cm"":559.6}",SatisfactoryMCP inferred hazard context,true
poi_502094_1472,"{""hostiles_nearby"":{""Desc_SpitterDesert_Small_C"":2},""nearest_hostile_cm"":628.4}",SatisfactoryMCP inferred hazard context,true
poi_502094_1473,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":3},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":844.4}",SatisfactoryMCP inferred hazard context,true
poi_502094_1474,"{""hostiles_nearby"":{""Desc_SpitterForest_Small_C"":2},""spawns_here"":[""Desc_SpitterForest_Small_C""],""nearest_hostile_cm"":432.4}",SatisfactoryMCP inferred hazard context,true
poi_502094_1475,"{""hostiles_nearby"":{""Desc_HogAlpha_C"":1},""nearest_hostile_cm"":750.2}",SatisfactoryMCP inferred hazard context,true
poi_502094_1476,"{""nearest_gas_cm"":810.6,""nearest_gas_class"":""BP_GasPillar_02_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_1477,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":1},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":1405.8}",SatisfactoryMCP inferred hazard context,true
poi_502094_1478,"{""hostiles_nearby"":{""Desc_SpitterDesert_Small_C"":1},""nearest_hostile_cm"":785.0,""nearest_gas_cm"":4283.2,""nearest_gas_class"":""BP_SporeFlower_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_1479,"{""hostiles_nearby"":{""Desc_HogBasic_C"":1},""nearest_hostile_cm"":630.4}",SatisfactoryMCP inferred hazard context,true
poi_502094_1480,"{""hostiles_nearby"":{""Char_BigCrabHatcher_C"":4},""nearest_hostile_cm"":554.7}",SatisfactoryMCP inferred hazard context,true
poi_502094_1481,"{""hostiles_nearby"":{""Char_BigCrabHatcher_C"":4},""nearest_hostile_cm"":1903.1}",SatisfactoryMCP inferred hazard context,true
poi_502094_1482,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":3},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":1270.5}",SatisfactoryMCP inferred hazard context,true
poi_502094_1483,"{""hostiles_nearby"":{""Char_BigCrabHatcher_C"":1,""Char_CrabHatcher_C"":1},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":1768.7}",SatisfactoryMCP inferred hazard context,true
poi_502094_1486,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":2,""Desc_HogAlpha_C"":1},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":906.0}",SatisfactoryMCP inferred hazard context,true
poi_502094_1487,"{""nearest_gas_cm"":1504.4,""nearest_gas_class"":""BP_SporeFlower_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_1488,"{""hostiles_nearby"":{""Desc_StingerElite_C"":1},""nearest_hostile_cm"":4755.6,""nearest_gas_cm"":838.7,""nearest_gas_class"":""BP_GasPillar_04_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_1489,"{""hostiles_nearby"":{""Char_BigCrabHatcher_C"":1,""Char_CrabHatcher_C"":1},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":456.3,""nearest_gas_cm"":659.7,""nearest_gas_class"":""BP_VolumeGas_01_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_1490,"{""hostiles_nearby"":{""Desc_HogAlpha_C"":1},""nearest_hostile_cm"":4182.7,""nearest_gas_cm"":722.9,""nearest_gas_class"":""BP_VolumeGas_01_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_1491,"{""hostiles_nearby"":{""Desc_SpitterAquatic_Small_C"":2},""nearest_hostile_cm"":2341.2}",SatisfactoryMCP inferred hazard context,true
poi_502094_1493,"{""hostiles_nearby"":{""Desc_HogCliff_C"":1},""nearest_hostile_cm"":4213.9}",SatisfactoryMCP inferred hazard context,true
poi_502094_1494,"{""hostiles_nearby"":{""Desc_SpitterAquatic_Small_C"":2},""nearest_hostile_cm"":3279.1,""nearest_gas_cm"":839.8,""nearest_gas_class"":""BP_GasPillar_02_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_1495,"{""hostiles_nearby"":{""Desc_HogBasic_C"":2},""spawns_here"":[""Desc_StingerSmall_C""],""nearest_hostile_cm"":4393.4}",SatisfactoryMCP inferred hazard context,true
poi_502094_1496,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":3},""spawns_here"":[""Char_CrabHatcher_C"",""Desc_StingerSmall_C""],""nearest_hostile_cm"":429.7}",SatisfactoryMCP inferred hazard context,true
poi_502094_1497,"{""hostiles_nearby"":{""Char_BigCrabHatcher_C"":1,""Char_CrabHatcher_C"":1,""Desc_StingerAlpha_C"":2},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":1048.6}",SatisfactoryMCP inferred hazard context,true
poi_502094_1499,"{""nearest_uranium_cm"":2314.7}",SatisfactoryMCP inferred hazard context,true
poi_502094_1500,"{""hostiles_nearby"":{""Desc_SpitterAquatic_Alpha_C"":1},""nearest_hostile_cm"":1884.9}",SatisfactoryMCP inferred hazard context,true
poi_502094_1501,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":1,""Desc_HogBasic_C"":1},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":1907.1}",SatisfactoryMCP inferred hazard context,true
poi_502094_1502,"{""nearest_gas_cm"":1634.1,""nearest_gas_class"":""BP_GasPillar_01_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_1503,"{""nearest_gas_cm"":980.2,""nearest_gas_class"":""BP_VolumeGas_01_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_1504,"{""hostiles_nearby"":{""Desc_HogBasic_C"":2},""spawns_here"":[""Desc_HogBasic_C""],""nearest_hostile_cm"":966.3}",SatisfactoryMCP inferred hazard context,true
poi_502094_1505,"{""hostiles_nearby"":{""Char_BigCrabHatcher_C"":1,""Desc_HogCliff_C"":1,""Desc_SpitterForest_Small_Red_C"":1},""nearest_hostile_cm"":393.9}",SatisfactoryMCP inferred hazard context,true
poi_502094_1506,"{""hostiles_nearby"":{""Desc_HogNuclear_C"":1},""nearest_hostile_cm"":2428.0,""nearest_nuclear_hog_spawner_cm"":2428.0}",SatisfactoryMCP inferred hazard context,true
poi_502094_1507,"{""hostiles_nearby"":{""Desc_HogCliff_C"":1,""Desc_SpitterForest_Small_C"":3},""nearest_hostile_cm"":3749.7,""nearest_gas_cm"":1255.3,""nearest_gas_class"":""BP_SporeFlower_C"",""inside_spore_flower_damage_sphere"":true}",SatisfactoryMCP inferred hazard context,true
poi_502094_1508,"{""hostiles_nearby"":{""Desc_HogNuclear_C"":1},""nearest_hostile_cm"":3920.0,""nearest_nuclear_hog_spawner_cm"":3920.0}",SatisfactoryMCP inferred hazard context,true
poi_502094_1509,"{""hostiles_nearby"":{""Desc_SpitterDesert_Small_C"":2},""nearest_hostile_cm"":809.6}",SatisfactoryMCP inferred hazard context,true
poi_502094_1510,"{""hostiles_nearby"":{""Desc_StingerSmall_C"":6},""spawns_here"":[""Desc_StingerSmall_C""],""nearest_hostile_cm"":427.2}",SatisfactoryMCP inferred hazard context,true
poi_502094_1512,"{""hostiles_nearby"":{""Char_BigCrabHatcher_C"":1,""Desc_SpitterForest_Small_C"":2},""spawns_here"":[""Desc_SpitterForest_Small_C""],""nearest_hostile_cm"":400.4}",SatisfactoryMCP inferred hazard context,true
poi_502094_1513,"{""hostiles_nearby"":{""Desc_HogAlpha_C"":1,""Desc_HogBasic_C"":5,""Desc_HogCliff_C"":1,""Desc_SpitterForest_Alpha_C"":1},""nearest_hostile_cm"":2592.8}",SatisfactoryMCP inferred hazard context,true
poi_502094_1515,"{""hostiles_nearby"":{""Desc_StingerAlpha_C"":1},""nearest_hostile_cm"":2134.9}",SatisfactoryMCP inferred hazard context,true
poi_502094_1517,"{""hostiles_nearby"":{""Desc_HogAlpha_C"":1},""nearest_hostile_cm"":1264.6}",SatisfactoryMCP inferred hazard context,true
poi_502094_1519,"{""hostiles_nearby"":{""Desc_HogCliff_C"":1},""nearest_hostile_cm"":1609.1}",SatisfactoryMCP inferred hazard context,true
poi_502094_1520,"{""nearest_gas_cm"":1727.9,""nearest_gas_class"":""BP_SporeFlower_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_1521,"{""hostiles_nearby"":{""Desc_HogBasic_C"":1},""nearest_hostile_cm"":4290.3}",SatisfactoryMCP inferred hazard context,true
poi_502094_1523,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":1,""Desc_SpitterDesert_Alpha_C"":1},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":739.3}",SatisfactoryMCP inferred hazard context,true
poi_502094_1524,"{""hostiles_nearby"":{""Desc_SpitterDesert_Alpha_C"":1,""Desc_SpitterDesert_Small_C"":2},""nearest_hostile_cm"":903.2}",SatisfactoryMCP inferred hazard context,true
poi_502094_1526,"{""hostiles_nearby"":{""Desc_SpitterAquatic_Alpha_C"":1},""nearest_hostile_cm"":2051.2}",SatisfactoryMCP inferred hazard context,true
poi_502094_1528,"{""hostiles_nearby"":{""Desc_SpitterForest_Small_C"":1},""nearest_hostile_cm"":653.6,""nearest_gas_cm"":2757.7,""nearest_gas_class"":""BP_SporeFlower_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_1529,"{""hostiles_nearby"":{""Char_BigCrabHatcher_C"":2},""nearest_hostile_cm"":898.1}",SatisfactoryMCP inferred hazard context,true
poi_502094_1530,"{""nearest_gas_cm"":1496.1,""nearest_gas_class"":""BP_GasPillar_01_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_1531,"{""nearest_uranium_cm"":242.0}",SatisfactoryMCP inferred hazard context,true
poi_502094_1532,"{""hostiles_nearby"":{""Desc_StingerAlpha_C"":1},""nearest_hostile_cm"":4390.8,""nearest_gas_cm"":1679.5,""nearest_gas_class"":""BP_SporeFlower_C"",""nearest_uranium_cm"":3604.4}",SatisfactoryMCP inferred hazard context,true
poi_502094_1533,"{""hostiles_nearby"":{""Desc_HogAlpha_C"":1,""Desc_HogCliff_C"":1,""Desc_SpitterForest_Small_Red_C"":2},""nearest_hostile_cm"":1913.1,""nearest_uranium_cm"":694.6}",SatisfactoryMCP inferred hazard context,true
poi_502094_1534,"{""hostiles_nearby"":{""Desc_StingerAlpha_C"":1},""nearest_hostile_cm"":3475.2}",SatisfactoryMCP inferred hazard context,true
poi_502094_1535,"{""nearest_gas_cm"":700.5,""nearest_gas_class"":""BP_SporeFlower_C"",""inside_spore_flower_damage_sphere"":true}",SatisfactoryMCP inferred hazard context,true
poi_502094_1536,"{""hostiles_nearby"":{""Desc_HogCliff_C"":1},""nearest_hostile_cm"":2355.8}",SatisfactoryMCP inferred hazard context,true
poi_502094_1538,"{""hostiles_nearby"":{""Char_BigCrabHatcher_C"":1,""Char_CrabHatcher_C"":1},""nearest_hostile_cm"":1314.2}",SatisfactoryMCP inferred hazard context,true
poi_502094_1539,"{""hostiles_nearby"":{""Desc_StingerAlpha_C"":1},""nearest_hostile_cm"":693.2,""nearest_gas_cm"":2754.7,""nearest_gas_class"":""BP_SporeFlower_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_1541,"{""hostiles_nearby"":{""Char_BigCrabHatcher_C"":1,""Char_CrabHatcher_C"":1,""Desc_SpitterAquatic_Alpha_C"":1,""Desc_StingerElite_C"":1},""nearest_hostile_cm"":2633.9}",SatisfactoryMCP inferred hazard context,true
poi_502094_1542,"{""hostiles_nearby"":{""Desc_SpitterForest_Small_C"":2},""spawns_here"":[""Desc_SpitterForest_Small_C""],""nearest_hostile_cm"":1112.5}",SatisfactoryMCP inferred hazard context,true
poi_502094_1543,"{""hostiles_nearby"":{""Desc_SpitterDesert_Alpha_C"":1},""nearest_hostile_cm"":2275.6,""nearest_gas_cm"":4630.1,""nearest_gas_class"":""BP_GasPillar_03_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_1544,"{""nearest_gas_cm"":1034.0,""nearest_gas_class"":""BP_SporeFlower_C"",""inside_spore_flower_damage_sphere"":true}",SatisfactoryMCP inferred hazard context,true
poi_502094_1545,"{""hostiles_nearby"":{""Desc_HogBasic_C"":1,""Desc_SpitterForest_Small_C"":2},""spawns_here"":[""Desc_SpitterForest_Small_C""],""nearest_hostile_cm"":883.3}",SatisfactoryMCP inferred hazard context,true
poi_502094_1546,"{""nearest_uranium_cm"":341.1}",SatisfactoryMCP inferred hazard context,true
poi_502094_1547,"{""hostiles_nearby"":{""Desc_SpitterForest_Alpha_C"":1,""Desc_StingerElite_C"":1},""nearest_hostile_cm"":4098.4,""nearest_gas_cm"":1761.0,""nearest_gas_class"":""BP_GasPillar_03_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_1549,"{""hostiles_nearby"":{""Desc_SpitterForest_Small_C"":2},""nearest_hostile_cm"":3535.5}",SatisfactoryMCP inferred hazard context,true
poi_502094_1550,"{""hostiles_nearby"":{""Desc_HogBasic_C"":2,""Desc_SpitterDesert_Alpha_C"":1},""spawns_here"":[""Desc_HogBasic_C""],""nearest_hostile_cm"":858.5}",SatisfactoryMCP inferred hazard context,true
poi_502094_1551,"{""hostiles_nearby"":{""Char_BigCrabHatcher_C"":1},""nearest_hostile_cm"":672.5}",SatisfactoryMCP inferred hazard context,true
poi_502094_1552,"{""hostiles_nearby"":{""Desc_SpitterDesert_Alpha_C"":1,""Desc_SpitterDesert_Small_C"":2},""nearest_hostile_cm"":4050.0}",SatisfactoryMCP inferred hazard context,true
poi_502094_1553,"{""hostiles_nearby"":{""Desc_HogBasic_C"":1,""Desc_StingerSmall_C"":7},""nearest_hostile_cm"":2560.5}",SatisfactoryMCP inferred hazard context,true
poi_502094_1554,"{""nearest_gas_cm"":678.5,""nearest_gas_class"":""BP_SporeFlower_C"",""inside_spore_flower_damage_sphere"":true}",SatisfactoryMCP inferred hazard context,true
poi_502094_1555,"{""nearest_gas_cm"":796.4,""nearest_gas_class"":""BP_SporeFlower_C"",""inside_spore_flower_damage_sphere"":true}",SatisfactoryMCP inferred hazard context,true
poi_502094_1558,"{""hostiles_nearby"":{""Char_BigCrabHatcher_C"":1},""nearest_hostile_cm"":944.1}",SatisfactoryMCP inferred hazard context,true
poi_502094_1559,"{""hostiles_nearby"":{""Desc_SpitterAquatic_Alpha_C"":1},""nearest_hostile_cm"":3764.1}",SatisfactoryMCP inferred hazard context,true
poi_502094_1560,"{""nearest_gas_cm"":1090.9,""nearest_gas_class"":""BP_SporeFlower_C"",""inside_spore_flower_damage_sphere"":true}",SatisfactoryMCP inferred hazard context,true
poi_502094_1561,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":4},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":1357.9}",SatisfactoryMCP inferred hazard context,true
poi_502094_1562,"{""nearest_gas_cm"":1433.7,""nearest_gas_class"":""BP_GasPillar_03_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_1563,"{""nearest_gas_cm"":2489.0,""nearest_gas_class"":""BP_GasPillar_02_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_1564,"{""hostiles_nearby"":{""Desc_HogCliff_C"":2},""spawns_here"":[""Desc_HogCliff_C""],""nearest_hostile_cm"":2190.5}",SatisfactoryMCP inferred hazard context,true
poi_502094_1565,"{""hostiles_nearby"":{""Desc_SpitterForest_Alpha_C"":1},""nearest_hostile_cm"":1657.6}",SatisfactoryMCP inferred hazard context,true
poi_502094_1566,"{""hostiles_nearby"":{""Desc_HogBasic_C"":2},""nearest_hostile_cm"":4454.3,""nearest_gas_cm"":750.3,""nearest_gas_class"":""BP_GasPillar_02_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_1567,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":3},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":1600.3,""nearest_gas_cm"":2522.1,""nearest_gas_class"":""BP_GasPillar_01_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_1569,"{""hostiles_nearby"":{""Desc_StingerAlpha_C"":1},""nearest_hostile_cm"":3940.8}",SatisfactoryMCP inferred hazard context,true
poi_502094_1570,"{""hostiles_nearby"":{""Desc_HogBasic_C"":1,""Desc_SpitterDesert_Small_C"":1},""spawns_here"":[""Desc_HogBasic_C""],""nearest_hostile_cm"":436.6}",SatisfactoryMCP inferred hazard context,true
poi_502094_1571,"{""nearest_gas_cm"":663.1,""nearest_gas_class"":""BP_GasPillar_02_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_1572,"{""hostiles_nearby"":{""Desc_HogBasic_C"":1,""Desc_HogCliff_C"":1},""nearest_hostile_cm"":1205.0}",SatisfactoryMCP inferred hazard context,true
poi_502094_1573,"{""hostiles_nearby"":{""Desc_HogAlpha_C"":1},""nearest_hostile_cm"":3437.3}",SatisfactoryMCP inferred hazard context,true
poi_502094_1574,"{""hostiles_nearby"":{""Desc_SpitterForest_Red_Alpha_C"":1},""nearest_hostile_cm"":2124.0,""nearest_gas_cm"":1389.0,""nearest_gas_class"":""BP_SporeFlower_C"",""inside_spore_flower_damage_sphere"":true}",SatisfactoryMCP inferred hazard context,true
