recipe_id,direction,item_id,item_name,amount_per_cycle_raw,amount_per_cycle,unit,rate_per_min,game_build_id
Recipe_Alternate_HighSpeedConnector_C,output,Desc_HighSpeedConnector_C,High-Speed Connector,2.0,2.0,items,3.0,docs_a81d250e96aa
Recipe_Alternate_ModularFrameHeavy_C,input,Desc_ModularFrame_C,Modular Frame,8.0,8.0,items,7.5,docs_a81d250e96aa
Recipe_Alternate_ModularFrameHeavy_C,input,Desc_SteelPlateReinforced_C,Encased Industrial Beam,10.0,10.0,items,9.375,docs_a81d250e96aa
Recipe_Alternate_ModularFrameHeavy_C,input,Desc_SteelPipe_C,Steel Pipe,36.0,36.0,items,33.75,docs_a81d250e96aa
Recipe_Alternate_ModularFrameHeavy_C,input,Desc_Cement_C,Concrete,22.0,22.0,items,20.625,docs_a81d250e96aa
Recipe_Alternate_ModularFrameHeavy_C,output,Desc_ModularFrameHeavy_C,Heavy Modular Frame,3.0,3.0,items,2.8125,docs_a81d250e96aa
Recipe_Alternate_HeatSink_1_C,input,Desc_AluminumCasing_C,Aluminum Casing,3.0,3.0,items,30.0,docs_a81d250e96aa
Recipe_Alternate_HeatSink_1_C,input,Desc_Rubber_C,Rubber,3.0,3.0,items,30.0,docs_a81d250e96aa
Recipe_Alternate_HeatSink_1_C,output,Desc_AluminumPlateReinforced_C,Heat Sink,1.0,1.0,items,10.0,docs_a81d250e96aa
Recipe_Alternate_Gunpowder_1_C,input,Desc_Sulfur_C,Sulfur,1.0,1.0,items,7.5,docs_a81d250e96aa
Recipe_Alternate_Gunpowder_1_C,input,Desc_CompactedCoal_C,Compacted Coal,2.0,2.0,items,15.0,docs_a81d250e96aa
Recipe_Alternate_Gunpowder_1_C,output,Desc_Gunpowder_C,Black Powder,6.0,6.0,items,45.0,docs_a81d250e96aa
Recipe_Alternate_ElectromagneticControlRod_1_C,input,Desc_Stator_C,Stator,2.0,2.0,items,8.0,docs_a81d250e96aa
Recipe_Alternate_ElectromagneticControlRod_1_C,input,Desc_HighSpeedConnector_C,High-Speed Connector,1.0,1.0,items,4.0,docs_a81d250e96aa
Recipe_Alternate_ElectromagneticControlRod_1_C,output,Desc_ElectromagneticControlRod_C,Electromagnetic Control Rod,2.0,2.0,items,8.0,docs_a81d250e96aa
Recipe_Alternate_CrystalOscillator_C,input,Desc_QuartzCrystal_C,Quartz Crystal,10.0,10.0,items,18.75,docs_a81d250e96aa
Recipe_Alternate_CrystalOscillator_C,input,Desc_Rubber_C,Rubber,7.0,7.0,items,13.125,docs_a81d250e96aa
Recipe_Alternate_CrystalOscillator_C,input,Desc_CircuitBoardHighSpeed_C,AI Limiter,1.0,1.0,items,1.875,docs_a81d250e96aa
Recipe_Alternate_CrystalOscillator_C,output,Desc_CrystalOscillator_C,Crystal Oscillator,1.0,1.0,items,1.875,docs_a81d250e96aa
Recipe_Alternate_Concrete_C,input,Desc_Silica_C,Silica,3.0,3.0,items,15.0,docs_a81d250e96aa
Recipe_Alternate_Concrete_C,input,Desc_Stone_C,Limestone,12.0,12.0,items,60.0,docs_a81d250e96aa
Recipe_Alternate_Concrete_C,output,Desc_Cement_C,Concrete,10.0,10.0,items,50.0,docs_a81d250e96aa
Recipe_Alternate_Computer_2_C,input,Desc_CircuitBoard_C,Circuit Board,3.0,3.0,items,5.0,docs_a81d250e96aa
Recipe_Alternate_Computer_2_C,input,Desc_CrystalOscillator_C,Crystal Oscillator,1.0,1.0,items,1.6666666666666667,docs_a81d250e96aa
Recipe_Alternate_Computer_2_C,output,Desc_Computer_C,Computer,2.0,2.0,items,3.3333333333333335,docs_a81d250e96aa
Recipe_Alternate_Computer_1_C,input,Desc_CircuitBoard_C,Circuit Board,4.0,4.0,items,15.0,docs_a81d250e96aa
Recipe_Alternate_Computer_1_C,input,Desc_HighSpeedWire_C,Quickwire,14.0,14.0,items,52.5,docs_a81d250e96aa
Recipe_Alternate_Computer_1_C,input,Desc_Rubber_C,Rubber,6.0,6.0,items,22.5,docs_a81d250e96aa
Recipe_Alternate_Computer_1_C,output,Desc_Computer_C,Computer,1.0,1.0,items,3.75,docs_a81d250e96aa
Recipe_Alternate_CircuitBoard_2_C,input,Desc_Plastic_C,Plastic,10.0,10.0,items,12.5,docs_a81d250e96aa
Recipe_Alternate_CircuitBoard_2_C,input,Desc_HighSpeedWire_C,Quickwire,30.0,30.0,items,37.5,docs_a81d250e96aa
Recipe_Alternate_CircuitBoard_2_C,output,Desc_CircuitBoard_C,Circuit Board,7.0,7.0,items,8.75,docs_a81d250e96aa
Recipe_Alternate_CircuitBoard_1_C,input,Desc_CopperSheet_C,Copper Sheet,11.0,11.0,items,27.5,docs_a81d250e96aa
Recipe_Alternate_CircuitBoard_1_C,input,Desc_Silica_C,Silica,11.0,11.0,items,27.5,docs_a81d250e96aa
Recipe_Alternate_CircuitBoard_1_C,output,Desc_CircuitBoard_C,Circuit Board,5.0,5.0,items,12.5,docs_a81d250e96aa
Recipe_Alternate_Cable_2_C,input,Desc_HighSpeedWire_C,Quickwire,3.0,3.0,items,7.5,docs_a81d250e96aa
Recipe_Alternate_Cable_2_C,input,Desc_Rubber_C,Rubber,2.0,2.0,items,5.0,docs_a81d250e96aa
Recipe_Alternate_Cable_2_C,output,Desc_Cable_C,Cable,11.0,11.0,items,27.5,docs_a81d250e96aa
Recipe_Alternate_Cable_1_C,input,Desc_Wire_C,Wire,9.0,9.0,items,45.0,docs_a81d250e96aa
Recipe_Alternate_Cable_1_C,input,Desc_Rubber_C,Rubber,6.0,6.0,items,30.0,docs_a81d250e96aa
Recipe_Alternate_Cable_1_C,output,Desc_Cable_C,Cable,20.0,20.0,items,100.0,docs_a81d250e96aa
Recipe_Alternate_Silica_Distilled_C,input,Desc_DissolvedSilica_C,Dissolved Silica,12000.0,12.0,m3,120.0,docs_a81d250e96aa
Recipe_Alternate_Silica_Distilled_C,input,Desc_Stone_C,Limestone,5.0,5.0,items,50.0,docs_a81d250e96aa
Recipe_Alternate_Silica_Distilled_C,input,Desc_Water_C,Water,10000.0,10.0,m3,100.0,docs_a81d250e96aa
Recipe_Alternate_Silica_Distilled_C,output,Desc_Silica_C,Silica,27.0,27.0,items,270.0,docs_a81d250e96aa
Recipe_Alternate_Silica_Distilled_C,output,Desc_Water_C,Water,8000.0,8.0,m3,80.0,docs_a81d250e96aa
Recipe_Alternate_Quartz_Purified_C,input,Desc_RawQuartz_C,Raw Quartz,24.0,24.0,items,120.0,docs_a81d250e96aa
Recipe_Alternate_Quartz_Purified_C,input,Desc_NitricAcid_C,Nitric Acid,2000.0,2.0,m3,10.0,docs_a81d250e96aa
Recipe_Alternate_Quartz_Purified_C,output,Desc_QuartzCrystal_C,Quartz Crystal,15.0,15.0,items,75.0,docs_a81d250e96aa
Recipe_Alternate_Quartz_Purified_C,output,Desc_DissolvedSilica_C,Dissolved Silica,12000.0,12.0,m3,60.0,docs_a81d250e96aa
Recipe_Alternate_Quartz_Fused_C,input,Desc_RawQuartz_C,Raw Quartz,25.0,25.0,items,75.0,docs_a81d250e96aa
Recipe_Alternate_Quartz_Fused_C,input,Desc_Coal_C,Coal,12.0,12.0,items,36.0,docs_a81d250e96aa
Recipe_Alternate_Quartz_Fused_C,output,Desc_QuartzCrystal_C,Quartz Crystal,18.0,18.0,items,54.0,docs_a81d250e96aa
Recipe_Alternate_IronIngot_Leached_C,input,Desc_OreIron_C,Iron Ore,5.0,5.0,items,50.0,docs_a81d250e96aa
Recipe_Alternate_IronIngot_Leached_C,input,Desc_SulfuricAcid_C,Sulfuric Acid,1000.0,1.0,m3,10.0,docs_a81d250e96aa
Recipe_Alternate_IronIngot_Leached_C,output,Desc_IronIngot_C,Iron Ingot,10.0,10.0,items,100.0,docs_a81d250e96aa
Recipe_Alternate_IronIngot_Basic_C,input,Desc_OreIron_C,Iron Ore,5.0,5.0,items,25.0,docs_a81d250e96aa
Recipe_Alternate_IronIngot_Basic_C,input,Desc_Stone_C,Limestone,8.0,8.0,items,40.0,docs_a81d250e96aa
Recipe_Alternate_IronIngot_Basic_C,output,Desc_IronIngot_C,Iron Ingot,10.0,10.0,items,50.0,docs_a81d250e96aa
Recipe_Alternate_CopperIngot_Tempered_C,input,Desc_OreCopper_C,Copper Ore,5.0,5.0,items,25.0,docs_a81d250e96aa
Recipe_Alternate_CopperIngot_Tempered_C,input,Desc_PetroleumCoke_C,Petroleum Coke,8.0,8.0,items,40.0,docs_a81d250e96aa
Recipe_Alternate_CopperIngot_Tempered_C,output,Desc_CopperIngot_C,Copper Ingot,12.0,12.0,items,60.0,docs_a81d250e96aa
Recipe_Alternate_CopperIngot_Leached_C,input,Desc_OreCopper_C,Copper Ore,9.0,9.0,items,45.0,docs_a81d250e96aa
Recipe_Alternate_CopperIngot_Leached_C,input,Desc_SulfuricAcid_C,Sulfuric Acid,5000.0,5.0,m3,25.0,docs_a81d250e96aa
Recipe_Alternate_CopperIngot_Leached_C,output,Desc_CopperIngot_C,Copper Ingot,22.0,22.0,items,110.0,docs_a81d250e96aa
Recipe_Alternate_CateriumIngot_Tempered_C,input,Desc_OreGold_C,Caterium Ore,6.0,6.0,items,45.0,docs_a81d250e96aa
Recipe_Alternate_CateriumIngot_Tempered_C,input,Desc_PetroleumCoke_C,Petroleum Coke,2.0,2.0,items,15.0,docs_a81d250e96aa
Recipe_Alternate_CateriumIngot_Tempered_C,output,Desc_GoldIngot_C,Caterium Ingot,3.0,3.0,items,22.5,docs_a81d250e96aa
Recipe_Alternate_CateriumIngot_Leached_C,input,Desc_OreGold_C,Caterium Ore,9.0,9.0,items,54.0,docs_a81d250e96aa
Recipe_Alternate_CateriumIngot_Leached_C,input,Desc_SulfuricAcid_C,Sulfuric Acid,5000.0,5.0,m3,30.0,docs_a81d250e96aa
Recipe_Alternate_CateriumIngot_Leached_C,output,Desc_GoldIngot_C,Caterium Ingot,6.0,6.0,items,36.0,docs_a81d250e96aa
Recipe_Alternate_SteelPipe_Molded_C,input,Desc_SteelIngot_C,Steel Ingot,5.0,5.0,items,50.0,docs_a81d250e96aa
Recipe_Alternate_SteelPipe_Molded_C,input,Desc_Cement_C,Concrete,3.0,3.0,items,30.0,docs_a81d250e96aa
Recipe_Alternate_SteelPipe_Molded_C,output,Desc_SteelPipe_C,Steel Pipe,5.0,5.0,items,50.0,docs_a81d250e96aa
Recipe_Alternate_SteelPipe_Iron_C,input,Desc_IronIngot_C,Iron Ingot,20.0,20.0,items,100.0,docs_a81d250e96aa
Recipe_Alternate_SteelPipe_Iron_C,output,Desc_SteelPipe_C,Steel Pipe,5.0,5.0,items,25.0,docs_a81d250e96aa
Recipe_Alternate_SteelCastedPlate_C,input,Desc_IronIngot_C,Iron Ingot,1.0,1.0,items,15.0,docs_a81d250e96aa
Recipe_Alternate_SteelCastedPlate_C,input,Desc_SteelIngot_C,Steel Ingot,1.0,1.0,items,15.0,docs_a81d250e96aa
Recipe_Alternate_SteelCastedPlate_C,output,Desc_IronPlate_C,Iron Plate,3.0,3.0,items,45.0,docs_a81d250e96aa
Recipe_Alternate_SteelBeam_Molded_C,input,Desc_SteelIngot_C,Steel Ingot,24.0,24.0,items,120.0,docs_a81d250e96aa
Recipe_Alternate_SteelBeam_Molded_C,input,Desc_Cement_C,Concrete,16.0,16.0,items,80.0,docs_a81d250e96aa
Recipe_Alternate_SteelBeam_Molded_C,output,Desc_SteelPlate_C,Steel Beam,9.0,9.0,items,45.0,docs_a81d250e96aa
Recipe_Alternate_SteelBeam_Aluminum_C,input,Desc_AluminumIngot_C,Aluminum Ingot,3.0,3.0,items,22.5,docs_a81d250e96aa
Recipe_Alternate_SteelBeam_Aluminum_C,output,Desc_SteelPlate_C,Steel Beam,3.0,3.0,items,22.5,docs_a81d250e96aa
Recipe_Alternate_AluminumRod_C,input,Desc_AluminumIngot_C,Aluminum Ingot,1.0,1.0,items,7.5,docs_a81d250e96aa
Recipe_Alternate_AluminumRod_C,output,Desc_IronRod_C,Iron Rod,7.0,7.0,items,52.5,docs_a81d250e96aa
Recipe_Alternate_AILimiter_Plastic_C,input,Desc_HighSpeedWire_C,Quickwire,30.0,30.0,items,120.0,docs_a81d250e96aa
Recipe_Alternate_AILimiter_Plastic_C,input,Desc_Plastic_C,Plastic,7.0,7.0,items,28.0,docs_a81d250e96aa
Recipe_Alternate_AILimiter_Plastic_C,output,Desc_CircuitBoardHighSpeed_C,AI Limiter,2.0,2.0,items,8.0,docs_a81d250e96aa
Recipe_Alternate_TurboPressureMotor_C,input,Desc_Motor_C,Motor,4.0,4.0,items,7.5,docs_a81d250e96aa
Recipe_Alternate_TurboPressureMotor_C,input,Desc_PressureConversionCube_C,Pressure Conversion Cube,1.0,1.0,items,1.875,docs_a81d250e96aa
Recipe_Alternate_TurboPressureMotor_C,input,Desc_PackagedNitrogenGas_C,Packaged Nitrogen Gas,24.0,24.0,items,45.0,docs_a81d250e96aa
Recipe_Alternate_TurboPressureMotor_C,input,Desc_Stator_C,Stator,8.0,8.0,items,15.0,docs_a81d250e96aa
Recipe_Alternate_TurboPressureMotor_C,output,Desc_MotorLightweight_C,Turbo Motor,2.0,2.0,items,3.75,docs_a81d250e96aa
Recipe_Alternate_TurboBlendFuel_C,input,Desc_LiquidFuel_C,Fuel,2000.0,2.0,m3,15.0,docs_a81d250e96aa
Recipe_Alternate_TurboBlendFuel_C,input,Desc_HeavyOilResidue_C,Heavy Oil Residue,4000.0,4.0,m3,30.0,docs_a81d250e96aa
Recipe_Alternate_TurboBlendFuel_C,input,Desc_Sulfur_C,Sulfur,3.0,3.0,items,22.5,docs_a81d250e96aa
Recipe_Alternate_TurboBlendFuel_C,input,Desc_PetroleumCoke_C,Petroleum Coke,3.0,3.0,items,22.5,docs_a81d250e96aa
Recipe_Alternate_TurboBlendFuel_C,output,Desc_LiquidTurboFuel_C,Turbofuel,6000.0,6.0,m3,45.0,docs_a81d250e96aa
Recipe_Alternate_SuperStateComputer_C,input,Desc_Computer_C,Computer,3.0,3.0,items,7.2,docs_a81d250e96aa
Recipe_Alternate_SuperStateComputer_C,input,Desc_ElectromagneticControlRod_C,Electromagnetic Control Rod,1.0,1.0,items,2.4,docs_a81d250e96aa
Recipe_Alternate_SuperStateComputer_C,input,Desc_Battery_C,Battery,10.0,10.0,items,24.0,docs_a81d250e96aa
Recipe_Alternate_SuperStateComputer_C,input,Desc_Wire_C,Wire,25.0,25.0,items,60.0,docs_a81d250e96aa
Recipe_Alternate_SuperStateComputer_C,output,Desc_ComputerSuper_C,Supercomputer,1.0,1.0,items,2.4,docs_a81d250e96aa
Recipe_Alternate_SloppyAlumina_C,input,Desc_OreBauxite_C,Bauxite,10.0,10.0,items,200.0,docs_a81d250e96aa
Recipe_Alternate_SloppyAlumina_C,input,Desc_Water_C,Water,10000.0,10.0,m3,200.0,docs_a81d250e96aa
Recipe_Alternate_SloppyAlumina_C,output,Desc_AluminaSolution_C,Alumina Solution,12000.0,12.0,m3,240.0,docs_a81d250e96aa
Recipe_Alternate_RadioControlSystem_C,input,Desc_CrystalOscillator_C,Crystal Oscillator,1.0,1.0,items,1.5,docs_a81d250e96aa
Recipe_Alternate_RadioControlSystem_C,input,Desc_CircuitBoard_C,Circuit Board,10.0,10.0,items,15.0,docs_a81d250e96aa
Recipe_Alternate_RadioControlSystem_C,input,Desc_AluminumCasing_C,Aluminum Casing,60.0,60.0,items,90.0,docs_a81d250e96aa
Recipe_Alternate_RadioControlSystem_C,input,Desc_Rubber_C,Rubber,30.0,30.0,items,45.0,docs_a81d250e96aa
Recipe_Alternate_RadioControlSystem_C,output,Desc_ModularFrameLightweight_C,Radio Control Unit,3.0,3.0,items,4.5,docs_a81d250e96aa
Recipe_Alternate_PlutoniumFuelUnit_C,input,Desc_PlutoniumCell_C,Encased Plutonium Cell,20.0,20.0,items,10.0,docs_a81d250e96aa
Recipe_Alternate_PlutoniumFuelUnit_C,input,Desc_PressureConversionCube_C,Pressure Conversion Cube,1.0,1.0,items,0.5,docs_a81d250e96aa
Recipe_Alternate_PlutoniumFuelUnit_C,output,Desc_PlutoniumFuelRod_C,Plutonium Fuel Rod,1.0,1.0,items,0.5,docs_a81d250e96aa
Recipe_Alternate_OCSupercomputer_C,input,Desc_ModularFrameLightweight_C,Radio Control Unit,2.0,2.0,items,6.0,docs_a81d250e96aa
Recipe_Alternate_OCSupercomputer_C,input,Desc_CoolingSystem_C,Cooling System,2.0,2.0,items,6.0,docs_a81d250e96aa
Recipe_Alternate_OCSupercomputer_C,output,Desc_ComputerSuper_C,Supercomputer,1.0,1.0,items,3.0,docs_a81d250e96aa
Recipe_Alternate_InstantScrap_C,input,Desc_OreBauxite_C,Bauxite,15.0,15.0,items,150.0,docs_a81d250e96aa
Recipe_Alternate_InstantScrap_C,input,Desc_Coal_C,Coal,10.0,10.0,items,100.0,docs_a81d250e96aa
Recipe_Alternate_InstantScrap_C,input,Desc_SulfuricAcid_C,Sulfuric Acid,5000.0,5.0,m3,50.0,docs_a81d250e96aa
Recipe_Alternate_InstantScrap_C,input,Desc_Water_C,Water,6000.0,6.0,m3,60.0,docs_a81d250e96aa
Recipe_Alternate_InstantScrap_C,output,Desc_AluminumScrap_C,Aluminum Scrap,30.0,30.0,items,300.0,docs_a81d250e96aa
Recipe_Alternate_InstantScrap_C,output,Desc_Water_C,Water,5000.0,5.0,m3,50.0,docs_a81d250e96aa
Recipe_Alternate_InstantPlutoniumCell_C,input,Desc_NonFissibleUranium_C,Non-Fissile Uranium,150.0,150.0,items,75.0,docs_a81d250e96aa
Recipe_Alternate_InstantPlutoniumCell_C,input,Desc_AluminumCasing_C,Aluminum Casing,20.0,20.0,items,10.0,docs_a81d250e96aa
Recipe_Alternate_InstantPlutoniumCell_C,output,Desc_PlutoniumCell_C,Encased Plutonium Cell,20.0,20.0,items,10.0,docs_a81d250e96aa
Recipe_Alternate_HeatFusedFrame_C,input,Desc_ModularFrameHeavy_C,Heavy Modular Frame,1.0,1.0,items,3.0,docs_a81d250e96aa
Recipe_Alternate_HeatFusedFrame_C,input,Desc_AluminumIngot_C,Aluminum Ingot,50.0,50.0,items,150.0,docs_a81d250e96aa
Recipe_Alternate_HeatFusedFrame_C,input,Desc_NitricAcid_C,Nitric Acid,8000.0,8.0,m3,24.0,docs_a81d250e96aa
Recipe_Alternate_HeatFusedFrame_C,input,Desc_LiquidFuel_C,Fuel,10000.0,10.0,m3,30.0,docs_a81d250e96aa
Recipe_Alternate_HeatFusedFrame_C,output,Desc_ModularFrameFused_C,Fused Modular Frame,1.0,1.0,items,3.0,docs_a81d250e96aa
Recipe_Alternate_FertileUranium_C,input,Desc_OreUranium_C,Uranium,5.0,5.0,items,25.0,docs_a81d250e96aa
Recipe_Alternate_FertileUranium_C,input,Desc_NuclearWaste_C,Uranium Waste,5.0,5.0,items,25.0,docs_a81d250e96aa
Recipe_Alternate_FertileUranium_C,input,Desc_NitricAcid_C,Nitric Acid,3000.0,3.0,m3,15.0,docs_a81d250e96aa
Recipe_Alternate_FertileUranium_C,input,Desc_SulfuricAcid_C,Sulfuric Acid,5000.0,5.0,m3,25.0,docs_a81d250e96aa
Recipe_Alternate_FertileUranium_C,output,Desc_NonFissibleUranium_C,Non-Fissile Uranium,20.0,20.0,items,100.0,docs_a81d250e96aa
Recipe_Alternate_FertileUranium_C,output,Desc_Water_C,Water,8000.0,8.0,m3,40.0,docs_a81d250e96aa
Recipe_Alternate_ElectricMotor_C,input,Desc_ElectromagneticControlRod_C,Electromagnetic Control Rod,1.0,1.0,items,3.75,docs_a81d250e96aa
Recipe_Alternate_ElectricMotor_C,input,Desc_Rotor_C,Rotor,2.0,2.0,items,7.5,docs_a81d250e96aa
Recipe_Alternate_ElectricMotor_C,output,Desc_Motor_C,Motor,2.0,2.0,items,7.5,docs_a81d250e96aa
Recipe_Alternate_DilutedFuel_C,input,Desc_HeavyOilResidue_C,Heavy Oil Residue,5000.0,5.0,m3,50.0,docs_a81d250e96aa
Recipe_Alternate_DilutedFuel_C,input,Desc_Water_C,Water,10000.0,10.0,m3,100.0,docs_a81d250e96aa
Recipe_Alternate_DilutedFuel_C,output,Desc_LiquidFuel_C,Fuel,10000.0,10.0,m3,100.0,docs_a81d250e96aa
Recipe_Alternate_CoolingDevice_C,input,Desc_AluminumPlateReinforced_C,Heat Sink,4.0,4.0,items,10.0,docs_a81d250e96aa
Recipe_Alternate_CoolingDevice_C,input,Desc_Motor_C,Motor,1.0,1.0,items,2.5,docs_a81d250e96aa
Recipe_Alternate_CoolingDevice_C,input,Desc_NitrogenGas_C,Nitrogen Gas,24000.0,24.0,m3,60.0,docs_a81d250e96aa
Recipe_Alternate_CoolingDevice_C,output,Desc_CoolingSystem_C,Cooling System,2.0,2.0,items,5.0,docs_a81d250e96aa
Recipe_Alternate_ClassicBattery_C,input,Desc_Sulfur_C,Sulfur,6.0,6.0,items,45.0,docs_a81d250e96aa
Recipe_Alternate_ClassicBattery_C,input,Desc_AluminumPlate_C,Alclad Aluminum Sheet,7.0,7.0,items,52.5,docs_a81d250e96aa
Recipe_Alternate_ClassicBattery_C,input,Desc_Plastic_C,Plastic,8.0,8.0,items,60.0,docs_a81d250e96aa
Recipe_Alternate_ClassicBattery_C,input,Desc_Wire_C,Wire,12.0,12.0,items,90.0,docs_a81d250e96aa
Recipe_Alternate_ClassicBattery_C,output,Desc_Battery_C,Battery,4.0,4.0,items,30.0,docs_a81d250e96aa
Recipe_Alternate_AutomatedMiner_C,input,Desc_SteelPipe_C,Steel Pipe,4.0,4.0,items,4.0,docs_a81d250e96aa
Recipe_Alternate_AutomatedMiner_C,input,Desc_IronPlate_C,Iron Plate,4.0,4.0,items,4.0,docs_a81d250e96aa
Recipe_Alternate_AutomatedMiner_C,output,BP_ItemDescriptorPortableMiner_C,,1.0,1.0,items,1.0,docs_a81d250e96aa
Recipe_Alternate_AlcladCasing_C,input,Desc_AluminumIngot_C,Aluminum Ingot,20.0,20.0,items,150.0,docs_a81d250e96aa
Recipe_Alternate_AlcladCasing_C,input,Desc_CopperIngot_C,Copper Ingot,10.0,10.0,items,75.0,docs_a81d250e96aa
Recipe_Alternate_AlcladCasing_C,output,Desc_AluminumCasing_C,Aluminum Casing,15.0,15.0,items,112.5,docs_a81d250e96aa
Recipe_Alternate_WetConcrete_C,input,Desc_Stone_C,Limestone,6.0,6.0,items,120.0,docs_a81d250e96aa
Recipe_Alternate_WetConcrete_C,input,Desc_Water_C,Water,5000.0,5.0,m3,100.0,docs_a81d250e96aa
Recipe_Alternate_WetConcrete_C,output,Desc_Cement_C,Concrete,4.0,4.0,items,80.0,docs_a81d250e96aa
Recipe_Alternate_TurboHeavyFuel_C,input,Desc_HeavyOilResidue_C,Heavy Oil Residue,5000.0,5.0,m3,37.5,docs_a81d250e96aa
Recipe_Alternate_TurboHeavyFuel_C,input,Desc_CompactedCoal_C,Compacted Coal,4.0,4.0,items,30.0,docs_a81d250e96aa
Recipe_Alternate_TurboHeavyFuel_C,output,Desc_LiquidTurboFuel_C,Turbofuel,4000.0,4.0,m3,30.0,docs_a81d250e96aa
Recipe_Alternate_SteelRod_C,input,Desc_SteelIngot_C,Steel Ingot,1.0,1.0,items,12.0,docs_a81d250e96aa
Recipe_Alternate_SteelRod_C,output,Desc_IronRod_C,Iron Rod,4.0,4.0,items,48.0,docs_a81d250e96aa
Recipe_Alternate_SteelCanister_C,input,Desc_SteelIngot_C,Steel Ingot,4.0,4.0,items,40.0,docs_a81d250e96aa
Recipe_Alternate_SteelCanister_C,output,Desc_FluidCanister_C,Empty Canister,4.0,4.0,items,40.0,docs_a81d250e96aa
Recipe_Alternate_SteamedCopperSheet_C,input,Desc_CopperIngot_C,Copper Ingot,3.0,3.0,items,22.5,docs_a81d250e96aa
Recipe_Alternate_SteamedCopperSheet_C,input,Desc_Water_C,Water,3000.0,3.0,m3,22.5,docs_a81d250e96aa
Recipe_Alternate_SteamedCopperSheet_C,output,Desc_CopperSheet_C,Copper Sheet,3.0,3.0,items,22.5,docs_a81d250e96aa
Recipe_Alternate_RubberConcrete_C,input,Desc_Stone_C,Limestone,10.0,10.0,items,100.0,docs_a81d250e96aa
Recipe_Alternate_RubberConcrete_C,input,Desc_Rubber_C,Rubber,2.0,2.0,items,20.0,docs_a81d250e96aa
Recipe_Alternate_RubberConcrete_C,output,Desc_Cement_C,Concrete,9.0,9.0,items,90.0,docs_a81d250e96aa
Recipe_Alternate_RecycledRubber_C,input,Desc_Plastic_C,Plastic,6.0,6.0,items,30.0,docs_a81d250e96aa
Recipe_Alternate_RecycledRubber_C,input,Desc_LiquidFuel_C,Fuel,6000.0,6.0,m3,30.0,docs_a81d250e96aa
Recipe_Alternate_RecycledRubber_C,output,Desc_Rubber_C,Rubber,12.0,12.0,items,60.0,docs_a81d250e96aa
Recipe_Alternate_PureQuartzCrystal_C,input,Desc_RawQuartz_C,Raw Quartz,9.0,9.0,items,67.5,docs_a81d250e96aa
Recipe_Alternate_PureQuartzCrystal_C,input,Desc_Water_C,Water,5000.0,5.0,m3,37.5,docs_a81d250e96aa
Recipe_Alternate_PureQuartzCrystal_C,output,Desc_QuartzCrystal_C,Quartz Crystal,7.0,7.0,items,52.5,docs_a81d250e96aa
Recipe_Alternate_PureIronIngot_C,input,Desc_OreIron_C,Iron Ore,7.0,7.0,items,35.0,docs_a81d250e96aa
Recipe_Alternate_PureIronIngot_C,input,Desc_Water_C,Water,4000.0,4.0,m3,20.0,docs_a81d250e96aa
Recipe_Alternate_PureIronIngot_C,output,Desc_IronIngot_C,Iron Ingot,13.0,13.0,items,65.0,docs_a81d250e96aa
Recipe_Alternate_PureCopperIngot_C,input,Desc_OreCopper_C,Copper Ore,6.0,6.0,items,15.0,docs_a81d250e96aa
Recipe_Alternate_PureCopperIngot_C,input,Desc_Water_C,Water,4000.0,4.0,m3,10.0,docs_a81d250e96aa
Recipe_Alternate_PureCopperIngot_C,output,Desc_CopperIngot_C,Copper Ingot,15.0,15.0,items,37.5,docs_a81d250e96aa
Recipe_Alternate_PureCateriumIngot_C,input,Desc_OreGold_C,Caterium Ore,2.0,2.0,items,24.0,docs_a81d250e96aa
Recipe_Alternate_PureCateriumIngot_C,input,Desc_Water_C,Water,2000.0,2.0,m3,24.0,docs_a81d250e96aa
Recipe_Alternate_PureCateriumIngot_C,output,Desc_GoldIngot_C,Caterium Ingot,1.0,1.0,items,12.0,docs_a81d250e96aa
Recipe_PureAluminumIngot_C,input,Desc_AluminumScrap_C,Aluminum Scrap,2.0,2.0,items,60.0,docs_a81d250e96aa
Recipe_PureAluminumIngot_C,output,Desc_AluminumIngot_C,Aluminum Ingot,1.0,1.0,items,30.0,docs_a81d250e96aa
Recipe_Alternate_PolymerResin_C,input,Desc_LiquidOil_C,Crude Oil,6000.0,6.0,m3,60.0,docs_a81d250e96aa
Recipe_Alternate_PolymerResin_C,output,Desc_PolymerResin_C,Polymer Resin,13.0,13.0,items,130.0,docs_a81d250e96aa
Recipe_Alternate_PolymerResin_C,output,Desc_HeavyOilResidue_C,Heavy Oil Residue,2000.0,2.0,m3,20.0,docs_a81d250e96aa
Recipe_Alternate_PlasticSmartPlating_C,input,Desc_IronPlateReinforced_C,Reinforced Iron Plate,1.0,1.0,items,2.5,docs_a81d250e96aa
Recipe_Alternate_PlasticSmartPlating_C,input,Desc_Rotor_C,Rotor,1.0,1.0,items,2.5,docs_a81d250e96aa
Recipe_Alternate_PlasticSmartPlating_C,input,Desc_Plastic_C,Plastic,3.0,3.0,items,7.5,docs_a81d250e96aa
Recipe_Alternate_PlasticSmartPlating_C,output,Desc_SpaceElevatorPart_1_C,Smart Plating,2.0,2.0,items,5.0,docs_a81d250e96aa
Recipe_Alternate_HighSpeedWiring_C,input,Desc_Stator_C,Stator,2.0,2.0,items,3.75,docs_a81d250e96aa
